273	765	728	25	313
610	673	629	809	809
369	348	477	408	641
660	552	660	660	660
752	192	558	14	602
749	749	749	749	749
2	958	309	178	76
265	265	939	787	557
394	763	204	726	618
554	775	6	561	271
558	312	584	312	312
262	144	906	855	33
865	865	865	865	865
192	93	901	246	818
912	670	120	42	355
889	889	889	618	889
908	172	42	770	549
974	660	125	107	951
777	507	777	777	951
466	419	802	792	6
515	496	831	50	253
669	669	669	892	669
732	669	360	22	841
954	954	954	954	870
728	523	112	775	312
316	578	376	787	347
884	548	995	115	970
476	586	476	476	476
925	912	727	873	572
894	672	280	542	778
477	477	67	477	477
583	583	583	583	373
908	908	908	797	908
792	751	138	88	135
833	85	377	833	470
498	845	710	862	659
534	534	534	781	534
641	995	1	479	284
281	281	201	281	281
404	826	643	643	643
237	237	237	237	237
351	351	351	351	351
499	481	262	209	900
312	776	570	135	921
472	161	472	472	472
472	728	914	369	763
476	85	242	238	34
220	847	155	201	420
229	229	547	229	229
851	4	843	54	853
892	1	772	848	624
781	144	165	402	102
752	467	576	827	24
153	441	383	906	334
670	553	194	954	6
596	368	477	82	493
731	769	701	911	522
275	307	40	72	849
11	279	575	201	11
292	367	509	792	859
856	777	960	84	636
168	328	845	251	280
337	703	544	872	444
330	8	93	979	228
599	829	651	599	756
378	438	7	334	61
590	736	28	511	666
741	420	52	24	202
928	928	928	928	928
893	490	33	512	637
928	172	148	463	95
450	704	777	811	889
32	423	619	973	699
381	535	535	535	219
51	286	455	901	3
135	33	341	41	550
556	154	210	284	556
994	68	734	595	694
90	550	90	90	90
846	846	846	846	846
197	132	197	931	334
273	339	783	798	304
784	145	315	973	990
25	716	421	441	484
216	216	216	216	216
66	129	625	992	219
281	222	66	10	40
350	48	413	680	853
620	144	531	838	981
778	778	778	452	922
418	69	418	340	143
651	296	593	91	281
579	874	549	259	21
30	129	949	968	379
938	938	938	938	938
465	622	465	213	268
521	713	826	49	551
516	750	696	65	205
511	645	664	465	857
727	317	513	550	977
118	544	797	118	645
443	326	197	443	425
435	507	14	278	266
779	831	91	908	53
637	153	278	637	637
390	812	212	462	593
18	18	18	18	18
845	845	845	845	845
863	510	813	96	227
735	451	831	740	217
587	213	46	587	47
210	726	999	999	999
408	800	42	646	646
104	752	886	388	886
459	459	459	459	783
766	540	56	953	323
609	609	609	26	138
414	396	574	924	942
264	595	542	82	254
11	690	690	294	107
467	154	19	822	46
798	798	798	798	798
644	644	644	644	644
715	715	715	655	715
819	522	522	522	522
16	951	284	471	583
851	851	55	851	168
478	60	295	377	733
289	464	679	445	192
934	496	934	89	934
15	497	884	366	674
800	863	822	497	347
309	616	634	441	428
681	512	705	514	645
320	690	981	813	851
730	730	730	730	730
937	73	117	119	513
701	19	292	56	913
502	722	830	589	753
806	696	259	813	696
572	303	572	505	308
472	481	347	842	133
248	371	458	697	818
30	30	639	624	352
548	87	204	985	610
92	275	642	28	396
779	306	492	673	980
513	182	61	762	563
183	563	878	369	142
243	105	349	504	958
596	116	116	116	116
725	451	689	203	93
549	183	547	442	926
199	320	460	135	772
693	205	595	861	896
544	609	259	608	335
863	863	633	280	863
99	168	987	148	99
118	888	711	593	241
717	835	14	835	835
487	629	938	938	195
117	372	54	456	340
99	264	99	99	99
42	42	42	485	42
385	341	326	709	547
376	114	749	749	749
216	808	113	486	795
268	268	554	891	268
484	439	499	134	246
708	293	466	439	154
472	160	141	984	228
600	600	600	600	600
593	664	593	771	593
289	677	686	744	789
553	234	137	124	187
870	427	870	748	294
107	148	98	38	704
889	786	786	786	860
317	804	310	852	465
491	53	511	216	216
836	617	617	617	617
606	606	606	606	606
893	893	893	426	893
839	839	839	839	839
924	225	531	607	585
674	674	674	739	674
61	706	651	874	570
671	976	976	976	125
846	891	872	234	790
934	248	404	51	662
307	217	654	471	485
397	901	397	397	397
697	277	684	229	376
928	777	697	16	118
391	607	395	644	281
451	410	550	550	550
299	852	533	369	146
663	333	926	640	906
368	579	692	966	674
471	471	471	471	471
860	860	860	860	860
750	860	146	74	207
32	32	256	32	111
830	6	328	830	197
389	189	699	354	846
991	194	76	638	570
298	270	691	765	28
859	859	514	859	686
139	493	493	260	284
383	293	458	731	239
73	236	236	236	236
208	208	208	208	208
893	522	359	85	640
801	185	447	113	559
821	964	147	571	271
296	296	946	296	296
196	40	555	123	941
401	481	195	785	23
495	495	384	495	495
840	881	90	280	555
507	791	507	549	507
508	798	798	210	798
751	277	972	623	464
122	973	692	903	392
857	265	304	947	774
182	465	955	275	363
191	246	428	886	913
724	699	724	724	664
653	683	694	775	91
398	585	895	380	503
467	467	467	467	467
871	387	368	989	939
571	445	604	111	146
179	179	179	179	179
516	516	499	829	30
583	14	461	461	543
442	442	442	442	442
882	463	457	145	179
665	665	691	376	515
460	9	151	888	547
58	362	362	789	362
993	244	244	550	351
13	316	739	842	947
223	423	332	492	94
482	899	899	899	899
819	785	447	206	889
66	927	541	687	744
447	29	788	152	567
202	876	136	920	777
935	240	478	288	748
730	38	988	218	367
233	223	907	389	170
869	504	190	789	64
39	39	39	707	985
24	767	807	548	834
31	8	906	953	107
499	333	356	165	758
203	311	968	648	768
977	408	977	977	977
64	520	489	808	986
495	57	277	506	657
867	542	674	466	244
292	899	308	810	831
972	746	136	978	420
640	178	822	913	286
812	288	531	713	66
699	695	5	449	899
304	133	475	629	629
396	274	274	274	274
500	776	545	589	951
561	639	897	765	995
777	932	371	130	965
756	756	363	756	756
137	599	969	794	356
818	839	401	523	573
717	217	279	513	697
695	919	960	560	677
137	490	837	255	69
948	361	349	361	361
692	581	470	470	470
310	100	100	171	100
114	241	576	377	775
197	35	127	127	127
971	755	172	308	476
609	609	609	609	609
910	262	344	183	740
31	104	500	618	418
757	757	757	757	757
146	498	867	580	177
866	386	991	91	447
934	525	737	934	934
838	649	649	649	649
159	532	58	58	843
246	246	246	246	246
206	571	325	476	524
496	597	435	42	486
209	855	209	209	209
817	467	395	151	240
187	187	187	187	187
875	875	875	875	875
910	484	500	219	59
974	603	989	278	770
536	536	536	536	935
672	631	224	715	306
894	829	618	711	506
421	238	886	905	907
301	169	290	290	435
977	56	413	960	196
194	494	114	428	32
989	509	13	22	532
720	870	683	823	561
927	432	337	286	208
189	189	189	189	189
327	327	327	327	327
638	638	941	207	798
396	396	396	396	396
473	739	839	958	631
762	762	317	29	762
408	152	152	152	152
482	482	496	482	482
549	382	618	949	294
95	95	95	95	95
60	255	167	936	530
327	327	327	327	144
685	549	495	694	606
377	624	624	624	624
501	72	558	10	647
927	108	259	259	259
500	871	941	822	900
996	482	212	610	73
980	956	661	14	194
937	180	468	583	991
973	973	184	973	973
624	504	199	466	694
374	228	202	404	346
184	802	709	32	214
44	44	44	44	44
182	707	221	36	796
414	947	724	831	996
763	441	777	246	586
756	372	372	372	562
665	107	23	55	23
617	328	528	128	119
491	51	420	840	760
304	598	304	304	978
769	419	209	769	888
396	5	877	796	195
432	810	102	301	797
154	224	444	620	644
594	603	625	365	25
696	773	323	323	323
992	992	992	578	992
772	796	816	693	88
177	750	399	64	644
965	407	864	5	900
607	607	607	607	897
659	381	366	557	326
877	534	520	548	520
195	195	930	195	357
827	163	51	241	8
694	899	998	446	893
291	258	951	439	26
843	766	750	192	313
459	975	952	112	583
826	408	651	598	967
131	407	910	910	460
555	599	779	366	779
474	889	871	913	403
54	677	105	563	865
143	143	143	143	143
754	223	828	426	575
134	696	438	134	134
150	666	636	688	386
790	790	790	790	790
181	888	780	877	564
838	514	949	960	202
392	374	123	702	803
244	553	337	553	97
265	581	692	992	916
685	685	685	479	890
925	619	732	247	906
592	468	676	569	210
513	553	598	83	879
229	732	359	520	996
210	182	622	223	407
654	343	566	234	904
204	341	748	457	677
73	414	454	679	453
952	878	599	172	77
664	664	664	664	664
258	258	258	258	258
964	559	714	618	360
441	352	476	850	280
973	745	745	745	745
701	455	60	555	455
375	375	375	500	375
863	141	644	106	787
178	187	725	450	43
71	71	71	71	71
730	730	92	730	730
601	614	672	2	871
117	506	60	155	442
696	17	481	793	274
589	214	855	557	298
632	276	636	636	878
974	107	509	48	891
907	860	860	711	860
727	901	778	913	409
966	966	966	966	527
24	655	979	21	655
377	298	23	837	298
351	275	607	288	702
195	195	195	195	195
516	426	246	720	765
872	952	872	872	872
279	279	279	576	728
214	532	214	214	265
827	355	194	542	439
244	603	195	29	81
801	501	847	710	969
144	549	908	51	66
690	971	345	345	345
426	426	426	920	426
616	616	616	616	616
221	542	551	292	653
395	395	395	395	395
374	374	374	374	374
197	868	608	621	608
641	311	464	794	44
769	225	797	195	62
85	943	342	365	726
48	48	48	134	140
286	903	483	201	773
232	81	232	954	573
769	299	491	722	416
234	183	650	541	422
870	173	77	793	903
65	210	52	427	722
819	519	819	875	819
306	727	727	710	889
620	502	460	33	290
794	769	21	820	764
152	987	211	995	120
461	189	876	461	506
850	903	774	748	506
724	428	60	991	880
614	254	716	494	822
755	725	479	777	139
825	240	462	86	297
672	328	560	191	371
169	532	951	443	653
511	511	511	511	511
600	642	254	182	514
960	903	799	435	711
855	497	985	816	383
258	14	8	66	517
920	920	920	920	833
814	638	471	257	696
602	149	939	336	572
183	793	975	630	554
344	344	701	946	344
929	965	474	819	288
158	382	270	367	770
569	460	48	310	417
960	986	331	378	844
672	505	429	748	340
112	565	716	518	653
544	544	544	544	163
694	563	317	182	72
865	865	865	865	865
545	769	484	832	487
792	792	792	792	792
165	82	82	82	82
667	198	171	45	244
636	300	300	300	300
159	73	898	348	342
23	823	998	59	652
547	367	592	1	209
11	256	11	293	11
748	54	917	689	361
421	661	729	468	796
419	419	419	419	419
756	706	655	564	158
568	503	309	283	386
954	451	479	634	807
713	761	672	244	979
278	3	3	54	733
839	521	636	835	636
29	318	847	318	318
571	717	267	962	449
581	810	423	462	606
663	47	513	964	526
671	899	899	899	899
164	459	325	459	332
273	791	151	371	305
558	395	282	200	973
150	721	400	257	472
572	483	564	283	111
467	166	947	247	947
57	676	676	676	676
492	492	492	492	492
849	729	554	269	560
904	515	232	103	9
389	335	86	212	226
744	302	693	564	923
643	643	643	643	643
700	493	402	474	104
814	75	860	941	691
877	427	676	570	901
92	92	538	92	92
740	913	10	684	73
729	127	339	960	728
242	242	242	242	479
651	651	651	651	651
808	808	808	808	808
606	486	805	813	353
973	209	973	973	8
23	602	71	15	847
226	40	243	321	280
134	134	485	134	90
156	559	559	559	559
571	291	812	519	776
84	380	431	435	652
965	776	145	413	544
871	895	840	909	3
182	321	397	723	955
369	751	369	8	485
517	337	695	17	727
627	627	627	627	627
636	357	818	576	605
460	800	622	376	687
79	648	228	405	756
573	969	758	866	756
632	22	69	559	747
703	237	38	12	272
799	874	353	954	279
333	859	609	49	319
537	537	537	537	537
556	183	629	217	16
91	407	28	148	265
734	734	734	734	734
851	770	780	415	626
199	337	9	145	313
398	545	545	539	837
123	774	947	422	298
448	287	474	273	387
215	612	721	751	602
918	867	131	361	116
333	583	583	966	459
608	15	145	832	343
648	648	62	572	648
591	850	337	222	307
817	80	817	190	980
119	40	592	700	45
768	666	637	101	835
758	89	26	977	313
857	696	216	185	264
969	969	964	474	105
659	61	158	935	286
879	485	918	606	49
952	146	570	224	534
822	520	446	458	736
859	875	489	500	473
425	425	425	425	425
890	986	205	268	862
292	292	292	292	292
897	897	721	256	107
976	439	876	362	489
487	497	962	424	720
573	344	829	840	551
630	828	557	202	910
893	743	743	476	197
796	796	796	796	796
802	39	768	727	666
739	739	787	739	812
922	604	228	895	652
591	250	135	631	25
942	346	823	305	293
123	123	123	123	123
159	159	159	159	159
257	579	718	722	946
993	892	892	71	574
907	112	219	889	320
603	836	551	137	945
980	339	820	980	980
21	21	21	21	109
317	169	118	896	426
756	169	780	663	287
677	37	165	838	677
266	291	949	949	949
311	158	409	254	288
714	140	830	177	800
994	818	539	647	26
206	63	688	901	419
479	445	733	18	359
563	563	580	563	128
658	711	720	700	26
554	536	797	164	88
404	210	536	423	861
202	708	411	54	37
57	625	543	98	941
766	106	332	965	837
197	322	322	322	442
429	453	83	477	706
259	259	259	259	699
214	113	13	146	194
702	778	126	295	114
911	284	8	518	8
639	639	639	639	639
889	34	60	492	750
531	75	710	609	10
690	677	383	413	44
392	392	392	392	392
613	346	514	932	968
900	931	311	300	437
921	572	565	179	841
474	474	474	474	314
212	245	690	509	502
19	709	709	512	877
419	149	442	745	939
768	588	628	107	423
41	408	167	41	207
665	960	926	444	375
181	769	127	165	55
282	282	282	282	282
149	11	941	826	482
686	820	145	703	703
974	974	787	974	974
29	834	216	577	444
234	948	662	472	988
544	37	670	37	37
612	732	612	612	612
818	606	430	364	491
419	419	419	933	419
380	380	380	380	380
199	65	769	162	854
553	630	919	849	698
851	678	261	688	907
13	356	356	622	152
771	771	771	771	771
93	42	42	817	42
897	560	46	891	929
173	321	624	916	263
997	997	407	997	447
325	262	262	562	262
303	54	324	720	39
32	193	405	843	843
180	599	106	834	8
752	752	752	752	752
940	529	576	176	590
147	147	555	488	147
84	472	992	472	472
448	975	853	36	760
555	555	555	555	778
806	806	806	806	806
858	358	619	600	215
933	884	465	597	953
445	667	980	917	984
506	257	257	467	257
834	375	610	793	708
273	839	449	784	335
704	704	704	704	873
571	720	737	26	571
359	120	377	852	683
601	601	601	601	601
555	244	652	627	654
310	234	867	351	715
150	358	78	168	150
962	962	750	962	962
843	63	397	581	855
350	350	350	350	350
401	23	878	347	273
796	843	796	64	421
24	215	391	414	160
303	662	161	959	332
301	229	881	766	770
693	213	932	693	489
371	358	509	804	618
142	216	362	13	29
660	405	303	856	532
683	877	549	683	163
122	510	510	510	713
288	957	675	51	533
293	33	494	284	102
576	243	788	735	246
634	832	661	871	424
498	417	776	416	517
420	379	617	390	874
853	199	658	476	204
71	545	275	583	330
469	469	469	892	437
839	839	839	306	57
975	540	66	621	907
430	326	988	957	111
371	851	359	446	446
742	593	307	616	344
417	417	417	417	417
45	589	300	47	543
940	657	505	270	932
991	369	445	445	971
710	850	168	719	196
712	260	200	742	608
33	835	726	860	130
16	965	1	163	56
538	525	429	905	907
345	826	605	121	825
846	3	93	224	53
513	513	247	513	513
789	683	173	733	476
956	62	179	640	416
552	377	377	377	833
26	299	26	26	26
476	910	365	585	397
579	144	772	613	771
328	198	328	328	328
572	532	98	600	797
351	351	351	351	351
570	725	42	994	785
945	146	532	544	81
623	282	224	662	475
52	130	720	453	319
40	672	475	625	466
126	276	958	658	524
283	462	401	172	372
122	106	15	863	392
692	692	692	692	1
722	140	555	43	396
479	190	280	732	741
840	840	840	840	840
289	156	528	187	165
357	357	736	395	357
696	169	786	942	717
303	748	374	564	163
184	184	184	184	184
655	647	722	295	423
909	359	107	244	593
289	161	430	128	204
873	966	873	873	135
588	178	904	806	7
159	705	834	347	15
93	93	93	474	93
270	262	9	20	408
504	808	808	808	808
201	482	920	63	444
913	913	913	675	926
192	681	31	343	680
790	122	844	802	510
842	35	78	718	814
957	957	957	957	957
449	920	373	747	166
179	980	32	398	507
727	882	575	828	369
86	850	701	551	135
965	546	979	767	333
588	217	195	866	821
893	609	279	826	778
353	39	924	561	260
877	426	957	781	139
879	770	342	174	566
698	653	653	78	653
154	636	442	480	300
302	389	560	127	154
790	110	752	859	259
278	278	278	278	278
571	499	32	707	101
301	296	40	87	40
934	96	652	434	592
704	946	134	64	150
872	345	601	164	270
890	591	586	788	588
298	298	330	528	132
880	880	322	171	588
241	193	881	660	26
253	893	431	419	794
405	548	79	295	813
932	333	490	57	153
558	471	464	524	110
725	1	175	912	12
233	695	695	397	819
150	166	434	782	708
48	127	480	468	295
204	310	742	252	440
347	305	309	610	435
966	966	966	966	966
38	139	829	695	305
398	23	715	867	590
225	3	270	759	351
606	683	727	769	683
746	967	746	746	746
563	563	563	563	563
980	980	980	678	285
857	898	523	206	597
302	158	81	796	774
92	92	92	92	92
707	117	963	161	117
970	658	788	310	518
101	840	876	722	733
458	164	164	84	164
488	117	573	603	545
312	605	676	632	733
282	168	803	572	951
296	25	435	809	633
539	539	539	539	172
916	462	218	440	623
128	288	202	395	168
261	261	261	261	453
953	953	953	953	953
546	104	107	169	385
671	416	201	964	706
862	214	535	529	854
134	134	134	134	134
240	54	843	987	469
979	453	789	166	573
4	769	470	870	729
549	347	901	531	80
480	480	628	480	604
38	587	38	38	38
431	595	193	595	595
200	200	200	62	200
532	532	532	394	344
567	131	162	567	567
102	928	928	928	928
521	611	541	824	975
448	691	637	652	566
235	819	235	4	235
684	414	184	758	394
640	677	470	640	4
163	659	323	375	248
827	452	494	639	657
135	483	597	852	147
606	633	51	694	319
712	332	384	723	139
190	190	190	190	52
332	702	655	840	410
306	846	216	370	786
268	502	16	303	92
180	707	719	804	447
357	193	534	250	577
713	35	590	35	826
108	880	418	108	108
733	927	927	927	927
523	419	442	425	472
397	750	98	699	207
619	619	790	688	604
627	190	754	322	421
378	378	759	291	410
937	936	412	923	875
441	441	441	441	822
622	741	447	531	160
142	417	477	862	944
605	218	977	892	439
460	287	675	675	150
652	478	641	841	137
442	616	230	770	17
25	317	917	449	666
632	632	632	632	632
111	111	111	111	111
43	710	956	148	975
821	334	411	33	86
290	156	749	921	144
444	444	119	647	294
696	875	884	336	530
694	98	830	240	240
241	215	620	424	566
903	903	903	903	903
75	134	932	564	58
989	49	841	2	782
568	62	730	929	671
199	308	199	199	585
319	214	4	830	522
680	843	102	558	449
379	455	56	943	884
365	288	334	808	939
907	584	719	760	334
965	818	512	221	957
632	19	339	611	64
210	136	478	41	361
531	762	705	762	574
812	313	507	93	508
960	728	765	765	767
507	66	133	179	73
240	382	897	382	287
42	894	894	894	78
10	421	753	959	180
339	924	640	746	177
443	420	141	487	265
621	962	165	423	643
515	173	136	290	136
983	603	541	189	983
747	805	581	359	103
16	363	33	16	16
669	242	601	181	922
319	741	957	513	782
774	794	794	794	753
510	756	806	812	806
773	573	357	816	370
45	934	511	511	226
481	76	194	954	955
926	993	516	993	544
431	827	568	74	194
133	512	745	693	163
804	661	861	637	722
987	514	583	335	496
478	478	478	478	478
498	448	838	278	790
590	637	637	637	402
291	673	130	299	255
283	628	600	677	402
940	125	940	392	940
151	151	151	151	151
934	50	211	526	513
783	227	168	400	89
242	242	242	242	198
691	343	956	593	204
589	926	589	589	589
508	682	978	508	508
543	970	151	68	170
467	771	945	704	597
149	611	182	108	863
900	900	900	900	900
970	394	227	306	794
509	440	557	92	988
421	868	493	722	559
606	702	630	405	254
280	338	89	280	771
299	205	408	100	543
918	546	273	958	37
985	81	858	839	477
180	545	26	180	180
635	114	866	113	368
676	900	371	55	108
991	618	209	881	689
904	428	342	633	537
963	990	464	197	228
532	532	532	337	522
609	846	757	911	808
784	784	562	896	350
445	339	710	238	434
309	942	992	776	510
699	241	247	358	62
117	752	781	693	860
717	873	837	609	329
424	191	991	286	871
980	848	677	976	576
636	636	636	636	636
254	767	700	20	179
223	176	626	814	851
992	992	992	992	992
739	739	739	739	739
122	918	918	609	300
769	810	335	609	121
525	908	12	283	98
431	618	431	937	431
409	409	409	409	409
387	752	656	861	47
738	738	738	738	738
506	193	789	650	655
638	780	638	638	638
49	876	257	354	354
409	81	888	187	364
955	955	955	955	272
586	162	496	268	709
798	418	418	319	580
438	69	438	272	584
645	409	415	988	312
939	42	961	297	551
670	26	358	711	575
895	865	61	813	539
931	799	157	506	763
3	947	310	567	883
14	273	306	288	29
62	184	590	164	547
964	242	159	897	157
150	62	673	821	204
854	632	902	79	476
893	895	688	272	5
368	809	190	118	11
760	432	819	685	61
771	940	7	821	417
220	45	483	136	438
607	607	472	607	607
351	822	25	643	681
484	447	741	333	587
94	168	365	365	365
